device_name,device_type,eq_variant,data_source,score_before_eq,score_with_eq,preamp_db,num_filters,filter_index,filter_type,fc_hz,gain_db,q,generator_version,generated_at,source_file
Sennheiser HD660S,headphone,flat,,,,-6.0,7,2,PK,165.0,2.58,2.8,,,headphone_eq/Sennheiser HD660S/iir-autoeq-flat.txt
Sennheiser HD660S,headphone,flat,,,,-6.0,7,3,PK,167.0,-4.94,1.46,,,headphone_eq/Sennheiser HD660S/iir-autoeq-flat.txt
Sennheiser HD660S,headphone,flat,,,,-6.0,7,4,PK,296.0,-0.74,1.96,,,headphone_eq/Sennheiser HD660S/iir-autoeq-flat.txt
Sennheiser HD660S,headphone,flat,,,,-6.0,7,5,PK,1354.0,-4.62,3.5,,,headphone_eq/Sennheiser HD660S/iir-autoeq-flat.txt
Sennheiser HD660S,headphone,flat,,,,-6.0,7,6,PK,1625.0,3.13,1.85,,,headphone_eq/Sennheiser HD660S/iir-autoeq-flat.txt
Sennheiser HD660S,headphone,flat,,,,-6.0,7,7,PK,9564.0,5.99,0.5,,,headphone_eq/Sennheiser HD660S/iir-autoeq-flat.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,1,PK,61.0,4.6,0.88,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,2,PK,133.0,-1.01,3.03,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,3,PK,210.0,-2.57,1.26,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,4,PK,421.0,-0.08,1.25,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,5,PK,1460.0,-1.8,2.12,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,6,PK,2206.0,3.68,2.39,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser HD660S,headphone,score,,,,-6.0,7,7,PK,9157.0,6.0,0.59,,,headphone_eq/Sennheiser HD660S/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,1,PK,60.0,4.54,1.26,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,2,PK,173.0,3.36,2.69,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,3,PK,177.0,-4.82,1.72,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,4,PK,295.0,-0.27,2.04,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,5,PK,1460.0,-3.5,1.67,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,6,PK,1817.0,3.7,1.4,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,flat,,,,-6.0,7,7,PK,10642.0,5.95,0.57,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-flat.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,1,PK,63.0,4.24,1.29,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,2,PK,156.0,2.85,2.14,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,3,PK,159.0,-4.18,1.55,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,4,PK,296.0,-0.66,1.26,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,5,PK,823.0,-0.45,2.71,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,6,PK,2193.0,1.87,3.01,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Sennheiser MASSDROP Sennheiser HD58X JUBILEE,headphone,score,,,,-4.7,7,7,PK,9421.0,4.67,0.53,,,headphone_eq/Sennheiser MASSDROP Sennheiser HD58X JUBILEE/iir-autoeq-score.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,1,PK,60.0,6.0,0.73,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,2,PK,63.0,0.19,2.36,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,3,PK,161.0,-0.64,1.26,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,4,PK,295.0,-2.27,1.0,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,5,PK,1461.0,-3.65,3.2,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,6,PK,1948.0,4.0,1.88,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,flat,,,,-6.0,7,7,PK,10902.0,6.0,0.5,,,headphone_eq/Shure SE535 Limited/iir-autoeq-flat.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,1,PK,62.0,5.94,1.13,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,2,PK,91.0,0.72,2.74,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,3,PK,133.0,0.77,1.53,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,4,PK,295.0,-2.42,0.77,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,5,PK,687.0,1.14,3.2,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,6,PK,2570.0,1.41,2.99,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Shure SE535 Limited,headphone,score,,,,-6.0,7,7,PK,5264.0,4.86,0.72,,,headphone_eq/Shure SE535 Limited/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,1,PK,79.0,0.35,1.76,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,2,PK,111.0,-2.86,0.5,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,3,PK,295.0,4.76,1.73,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,4,PK,295.0,-9.27,0.98,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,5,PK,1608.0,4.92,3.34,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,6,PK,1616.0,-4.0,3.0,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga Phoenix,headphone,score,,,,-2.1,7,7,PK,3243.0,2.21,4.18,,,headphone_eq/Sivga Phoenix/iir-autoeq-score.txt
Sivga SV021,headphone,flat,,,,-5.9,7,1,PK,60.0,-2.86,2.96,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,flat,,,,-5.9,7,2,PK,147.0,-8.01,0.65,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,flat,,,,-5.9,7,3,PK,428.0,0.98,2.96,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,flat,,,,-5.9,7,4,PK,436.0,6.0,1.54,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,flat,,,,-5.9,7,5,PK,657.0,3.75,2.13,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,flat,,,,-5.9,7,6,PK,1460.0,-1.4,1.27,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,flat,,,,-5.9,7,7,PK,3505.0,6.0,1.59,,,headphone_eq/Sivga SV021/iir-autoeq-flat.txt
Sivga SV021,headphone,score,,,,-6.0,7,1,PK,60.0,-2.7,2.09,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Sivga SV021,headphone,score,,,,-6.0,7,2,PK,148.0,-7.85,0.68,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Sivga SV021,headphone,score,,,,-6.0,7,3,PK,370.0,3.1,1.95,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Sivga SV021,headphone,score,,,,-6.0,7,4,PK,483.0,5.22,2.24,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Sivga SV021,headphone,score,,,,-6.0,7,5,PK,657.0,4.07,2.95,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Sivga SV021,headphone,score,,,,-6.0,7,6,PK,1460.0,-1.08,1.34,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Sivga SV021,headphone,score,,,,-6.0,7,7,PK,3601.0,6.0,1.33,,,headphone_eq/Sivga SV021/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,1,PK,64.0,5.27,1.44,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,2,PK,67.0,-3.13,1.69,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,3,PK,133.0,0.54,2.77,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,4,PK,404.0,1.96,2.24,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,5,PK,789.0,6.0,1.77,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,6,PK,2341.0,-4.59,1.85,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,flat,,,,-6.0,7,7,PK,3652.0,3.07,2.86,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-flat.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,1,PK,62.0,5.98,1.7,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,2,PK,65.0,-3.8,2.43,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,3,PK,342.0,0.51,2.69,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,4,PK,348.0,0.66,1.68,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,5,PK,755.0,5.71,1.34,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,6,PK,2268.0,-4.74,2.02,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Skullcandy Grind Wireless,headphone,score,,,,-5.7,7,7,PK,4153.0,2.81,2.83,,,headphone_eq/Skullcandy Grind Wireless/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,1,PK,60.0,6.0,1.35,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,2,PK,73.0,-9.46,5.74,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,3,PK,214.0,-2.64,1.17,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,4,PK,296.0,-0.87,0.53,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,5,PK,1637.0,1.82,3.02,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,6,PK,2317.0,-4.04,2.54,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,flat,,,,-4.6,7,7,PK,3250.0,5.5,2.64,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-flat.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,1,PK,60.0,6.0,1.39,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,2,PK,71.0,-8.69,4.6,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,3,PK,210.0,-2.04,1.32,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,4,PK,296.0,-1.44,0.57,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,5,PK,681.0,1.07,4.49,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,6,PK,2406.0,-2.73,2.4,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sonic Lamb Sonic Lamb Headphone (white),headphone,score,,,,-5.1,7,7,PK,3338.0,5.96,3.99,,,headphone_eq/Sonic Lamb Sonic Lamb Headphone (white)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,1,PK,60.0,2.25,2.53,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,2,PK,68.0,3.79,1.57,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,3,PK,195.0,5.96,1.55,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,4,PK,338.0,-2.0,2.09,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,5,PK,657.0,1.21,1.65,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,6,PK,2588.0,-1.5,1.89,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,flat,,,,-6.0,7,7,PK,3360.0,2.67,3.67,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-flat.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,1,PK,65.0,5.8,1.58,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,2,PK,127.0,-0.09,1.9,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,3,PK,195.0,5.87,1.83,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,4,PK,354.0,-1.61,2.02,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,5,PK,751.0,1.42,1.63,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,6,PK,1779.0,-1.18,1.99,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-7506 (Samarium Cobalt),headphone,score,,,,-6.0,7,7,PK,3808.0,2.09,2.89,,,headphone_eq/Sony MDR-7506 (Samarium Cobalt)/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,1,PK,74.0,4.82,0.89,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,2,PK,130.0,-7.12,1.75,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,3,PK,133.0,3.94,3.5,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,4,PK,563.0,-5.38,0.52,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,5,PK,1466.0,1.15,1.73,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,6,PK,1963.0,4.34,2.56,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,flat,,,,-6.0,7,7,PK,14724.0,6.0,0.6,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-flat.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,1,PK,74.0,5.05,1.19,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,2,PK,122.0,-3.3,1.03,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,3,PK,179.0,-0.74,2.35,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,4,PK,527.0,-5.64,0.8,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,5,PK,1460.0,-1.3,1.56,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,6,PK,1848.0,3.88,1.84,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-CD900ST,headphone,score,,,,-4.7,7,7,PK,7527.0,4.71,1.81,,,headphone_eq/Sony MDR-CD900ST/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,1,PK,63.0,6.0,1.14,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,2,PK,175.0,3.89,4.45,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,3,PK,176.0,-10.46,1.64,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,4,PK,497.0,-5.9,0.91,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,5,PK,1081.0,1.3,2.72,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,6,PK,1462.0,-4.56,4.58,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDR-ZX110,headphone,score,,,,-5.9,7,7,PK,3985.0,6.0,0.5,,,headphone_eq/Sony MDR-ZX110/iir-autoeq-score.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,1,PK,69.0,-3.58,2.08,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,2,PK,87.0,4.05,4.93,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,3,PK,197.0,6.0,1.76,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,4,PK,440.0,-1.26,4.96,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,5,PK,663.0,0.85,0.65,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,6,PK,3122.0,-2.0,0.89,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,flat,,,,-6.1,7,7,PK,3592.0,5.6,3.63,,,headphone_eq/Sony MDRV6/iir-autoeq-flat.txt
Sony MDRV6,headphone,score,,,,-6.3,7,1,PK,64.0,-4.36,2.31,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony MDRV6,headphone,score,,,,-6.3,7,2,PK,83.0,2.52,1.29,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony MDRV6,headphone,score,,,,-6.3,7,3,PK,198.0,5.99,2.2,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony MDRV6,headphone,score,,,,-6.3,7,4,PK,351.0,0.87,2.08,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony MDRV6,headphone,score,,,,-6.3,7,5,PK,701.0,0.79,3.54,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony MDRV6,headphone,score,,,,-6.3,7,6,PK,2424.0,-1.66,1.49,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony MDRV6,headphone,score,,,,-6.3,7,7,PK,3615.0,4.9,4.44,,,headphone_eq/Sony MDRV6/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,1,PK,60.0,-2.86,5.11,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,2,PK,194.0,-17.67,0.66,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,3,PK,203.0,4.06,3.47,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,4,PK,339.0,6.0,2.89,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,5,PK,1687.0,0.78,2.55,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,6,PK,2455.0,5.73,2.65,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,flat,,,,-4.8,7,7,PK,3243.0,-4.15,4.08,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-flat.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,1,PK,94.0,4.69,1.93,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,2,PK,165.0,-18.0,0.5,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,3,PK,166.0,3.03,2.56,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,4,PK,353.0,6.0,2.62,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,5,PK,974.0,2.15,4.48,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,6,PK,2286.0,5.42,2.44,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Sony WH-1000MX4,headphone,score,,,,-4.6,7,7,PK,5180.0,-6.69,3.25,,,headphone_eq/Sony WH-1000MX4/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,1,PK,60.0,-4.94,2.03,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,2,PK,62.0,3.53,2.14,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,3,PK,305.0,-5.31,0.65,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,4,PK,371.0,5.31,1.39,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,5,PK,657.0,3.07,2.66,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,6,PK,2326.0,2.51,2.64,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Status Flagship ANC,headphone,score,,,,-6.0,7,7,PK,8919.0,5.97,0.5,,,headphone_eq/Status Flagship ANC/iir-autoeq-score.txt
Stax SR-009S,headphone,flat,,,,-6.1,7,1,PK,60.0,5.08,0.93,,,headphone_eq/Stax SR-009S/iir-autoeq-flat.txt
Stax SR-009S,headphone,flat,,,,-6.1,7,2,PK,99.0,1.57,5.95,,,headphone_eq/Stax SR-009S/iir-autoeq-flat.txt
